°Å·¡±Ý¾×,°ÇÃà³âµµ,³â,´ëÁö±Ç¸éÀû,¹ýÁ¤µ¿,¿¬¸³´Ù¼¼´ë,¿ù,ÀÏ,Àü¿ë¸éÀû,Áö¹ø,Áö¿ªÄÚµå,Ãþ
"9,900",1991,2010,14.3,ºÏ°¡ÁÂµ¿,(378-2),2,26,30.71,378-2,11410,2
"18,500",2009,2010,27.61,ºÏ°¡ÁÂµ¿,½ÅÀÏ¾ÆÆ®ºô,2,27,48.3,277-6,11410,3
"27,500",2003,2010,40.02,ºÏ°¡ÁÂµ¿,¿µµ¿º£½ºÆ®ºô,2,28,76.35,320-7,11410,2
"24,200",1986,2010,30.09,³²°¡ÁÂµ¿,(258-116),2,1,41.43,258-116,11410,-1
"21,500",2001,2010,20.59,³²°¡ÁÂµ¿,Á¤¼ººô¶ó,2,6,35.46,215-23,11410,2
"20,000",2004,2010,27.82,³²°¡ÁÂµ¿,Çö´ë¾ÆÀÌºô¶ó,2,20,52.18,104-6,11410,4
"8,000",1966,2010,5.2,³²°¡ÁÂµ¿,ÁÂ¿ø»ó°¡,2,22,17.86,295-5,11410,1
"16,000",2004,2010,27.2,³²°¡ÁÂµ¿,Ã»°æºô¶ó,2,25,51.49,367-7,11410,5
"24,500",2002,2010,41.4,³²°¡ÁÂµ¿,È²Á¦ºô¶ó(340-2),2,27,75.28,340-2,11410,5
"28,500",2002,2010,31.31,ÃæÁ¤·Î2°¡,¸£³×»ó½ººô,3,29,68.43,101,11410,2
"12,000",2003,2010,16.03,ÃæÁ¤·Î3°¡,(1-39),3,19,51.95,1-39,11410,3
"19,000",2003,2010,27.67,ÃæÁ¤·Î3°¡,(1-39),3,19,89.66,1-39,11410,4
"14,000",2003,2010,19.36,ÃæÁ¤·Î3°¡,(1-39),3,19,62.73,1-39,11410,3
"12,000",2003,2010,14.74,ÃæÁ¤·Î3°¡,(1-39),3,30,47.76,1-39,11410,3
"35,000",1986,2010,52.17,ÃæÁ¤·Î3°¡,(3-39),3,31,63.15,3-39,11410,1
"30,200",2003,2010,45.09,³ÃÃµµ¿,¿À¿ì½ºÅ¸ºô,3,19,80.39,27-4,11410,2
"22,500",1991,2010,17.93,ºÏ¾ÆÇöµ¿,(237-6),3,2,50.38,237-6,11410,1
"30,000",1991,2010,27.17,ºÏ¾ÆÇöµ¿,(115-35),3,5,56.88,115-35,11410,-1
"24,000",1991,2010,17.85,ºÏ¾ÆÇöµ¿,(229-11),3,13,46.11,229-11,11410,2
"48,000",2008,2010,101.1,ºÏ¾ÆÇöµ¿,ÇÑ¾çÈ¨Å¸¿îÃµÁöÀÎ,3,22,95.82,1-589,11410,1
"29,000",2009,2010,33.06,ºÏ¾ÆÇöµ¿,¹ÌÁÖÅ¸¿î,3,22,60.21,183-5,11410,4
"40,000",1986,2010,49.33,ºÏ¾ÆÇöµ¿,(201-14),3,22,73.15,201-14,11410,2
"29,000",2009,2010,33.06,ºÏ¾ÆÇöµ¿,¹ÌÁÖÅ¸¿î,3,23,60.84,183-5,11410,3
"31,500",1995,2010,44.9,ºÏ¾ÆÇöµ¿,Á¦¼ººô¶ó,3,25,73.5,1-209,11410,1
"21,500",1991,2010,16.84,ºÏ¾ÆÇöµ¿,(229-11),3,26,43.47,229-11,11410,3
"13,000",1991,2010,25.08,È«Á¦µ¿,Àº¼ººô¶ó,3,1,49.69,312-51,11410,2
"8,300",1996,2010,22.29,È«Á¦µ¿,Èù±¹ÇüÁÖÅÃ,3,2,39.94,360-50,11410,2
"19,600",1995,2010,42.58,È«Á¦µ¿,³ªÀÓÇÏ¿ì½º,3,2,71.7,361-9,11410,2
"17,900",1980,2010,34.71,È«Á¦µ¿,Á¦ÀÏÁÖÅÃ,3,4,52.73,266-3,11410,4
"22,500",2002,2010,41.5,È«Á¦µ¿,È­¿øºô¶ó°¡µ¿,3,4,74.67,346-3,11410,3
"15,000",2003,2010,22.23,È«Á¦µ¿,¸¸¹Îº£½ºÆ®ºô(361-3),3,5,42.71,361-3,11410,5
"24,000",1997,2010,26.82,È«Á¦µ¿,´ëÈïÁÖÅÃ,3,5,80.94,266-21,11410,2
"20,000",1992,2010,62.06,È«Á¦µ¿,¿µÁøºô¶ó,3,6,56.22,334-9,11410,3
"10,500",2003,2010,15.1,È«Á¦µ¿,À¯ÀüÇÁ¶óÀÓºô,3,10,31.39,312-238,11410,2
"20,400",1992,2010,22.76,È«Á¦µ¿,(222-22),3,10,44.79,222-22,11410,2
"20,500",2001,2010,35.1,È«Á¦µ¿,¼­¿ø¾ÆÆ®ºô,3,11,51.28,212,11410,4
"33,000",1986,2010,72.67,È«Á¦µ¿,(360-126),3,11,96.38,360-126,11410,2
"19,300",2009,2010,25.46,È«Á¦µ¿,ÀÎ¿íºô4Â÷,3,15,44.08,268-41,11410,3
"10,000",1965,2010,20.6,È«Á¦µ¿,È«Á¦,3,19,21.55,312-35,11410,2
"27,000",1996,2010,43.37,È«Á¦µ¿,¸¸¹Îºô¶óÆ®(360-89),3,22,97.05,360-89,11410,2
"17,500",1997,2010,22.63,È«Á¦µ¿,¿¬¾Èºô¶óÆ®,3,24,55.16,312-77,11410,2
"16,000",2000,2010,22.06,È«Á¦µ¿,ÁØºô¶óÆ®,3,25,34.84,270-37,11410,1
"15,000",1992,2010,16.73,È«Á¦µ¿,È¿¸²ÁÖÅÃ,3,26,38.37,312-73,11410,4
"19,900",1994,2010,32.83,È«Á¦µ¿,±¤ÀÏºô¶ó,3,30,60.48,349-1,11410,4
"18,600",1996,2010,36.13,´ë½Åµ¿,ÇØ¸ÀÀÌÅ¸¿î,3,22,63.18,126-3,11410,3
"15,500",1996,2010,29.65,´ë½Åµ¿,ÇØ¸ÀÀÌÅ¸¿î,3,23,51.84,126-3,11410,3
"11,000",1993,2010,27.33,Ã¢Ãµµ¿,°Ç¿µºô¶ó,3,3,47.13,68-44,11410,-1
"9,900",2001,2010,11.689,Ã¢Ãµµ¿,ºí·çÈú,3,7,23.08,100-124,11410,3
"14,000",2002,2010,23.21,Ã¢Ãµµ¿,¿Ã¸®ºêºô¶ó,3,20,57.89,318,11410,3
"9,700",1987,2010,26.26,Ã¢Ãµµ¿,Bµ¿(4-133),3,31,31.98,4-133,11410,1
"12,000",1980,2010,12.85,¿¬Èñµ¿,¿¬±Ã¿¬¸³,3,2,36.36,724-9,11410,-1
"25,000",2006,2010,39.92,¿¬Èñµ¿,À¯Áöºô,3,2,84.89,520-117,11410,5
"13,700",1992,2010,27.97,¿¬Èñµ¿,´Ù¼º¸Ç¼Ç,3,3,47.34,1-15,11410,1
"64,000",1995,2010,169.18,¿¬Èñµ¿,Ã»ÇÐºô¶ó,3,4,163.98,6-19,11410,3
"12,200",1986,2010,27.74,¿¬Èñµ¿,Å©·Î¹ÙÁÖÅÃBµ¿,3,5,36.75,727-8,11410,2
"24,000",2006,2010,39.89,¿¬Èñµ¿,À¯Áöºô,3,9,84.81,520-117,11410,4
"19,800",2008,2010,35.9,¿¬Èñµ¿,¼ºÀçÄ³½½ºô,3,9,57.96,159-1,11410,2
"21,800",2002,2010,46.2,¿¬Èñµ¿,»ï¼º¾ÆÆ®ºô,3,10,89.29,151-7,11410,1
"35,000",1985,2010,81.33,¿¬Èñµ¿,µ¿Áøºô¶ó,3,12,65.07,141-34,11410,2
"14,500",1982,2010,40.17,¿¬Èñµ¿,(705-4),3,12,41.65,705-4,11410,1
"8,000",1986,2010,32.5,¿¬Èñµ¿,(177-14),3,12,31.98,177-14,11410,1
"15,300",1992,2010,25.87,¿¬Èñµ¿,ÀºÁøºô¶ó,3,13,44.97,194-54,11410,1
"10,000",1998,2010,18.88,¿¬Èñµ¿,(519-68),3,15,40.16,519-68,11410,1
"14,000",1986,2010,39.51,¿¬Èñµ¿,(339-23),3,15,50.76,339-23,11410,2
"17,500",1995,2010,33.18,¿¬Èñµ¿,Èï·ûºô¶ó,3,15,49.72,45-3,11410,2
"14,500",1997,2010,35.08,¿¬Èñµ¿,È­ÀÌÆ®ºô¶ó,3,15,76.04,88-26,11410,-1
"20,000",2003,2010,27.11,¿¬Èñµ¿,"´ë¼ººô¶ó(B,Dµ¿)",3,16,64.23,613-8,11410,3
"10,900",1987,2010,20.56,¿¬Èñµ¿,»õ¿¬ÈñÁÖÅÃ(334-80),3,17,23.895,334-80,11410,2
"45,000",2001,2010,193.74,¿¬Èñµ¿,¿¬Èñ¿ÀÅ©ºô2,3,17,203.46,96-2,11410,-1
"25,000",2009,2010,37.22,¿¬Èñµ¿,¿¬Èñ¾ÆÆ®ºô,3,19,64.28,78-15,11410,4
"37,000",2002,2010,61.46,¿¬Èñµ¿,´ë¾çÆÄÅ©ºô(101),3,21,101.88,168-17,11410,1
"22,000",2006,2010,31.77,¿¬Èñµ¿,À¯Áöºô,3,22,67.55,520-117,11410,2
"34,000",1986,2010,101.19,¿¬Èñµ¿,»ï¼ººô¶ó,3,23,82.35,168,11410,2
"16,400",1989,2010,42.24,¿¬Èñµ¿,(334-22),3,24,51,334-22,11410,2
"15,000",2001,2010,26.263,¿¬Èñµ¿,¿¬Èï°¡³ª¾Èºô¶ó(520-120),3,25,59.53,520-120,11410,-1
"5,000",1995,2010,16,¿¬Èñµ¿,½Å¼¼´ëÇÏÀÌºô,3,29,22.8,446-282,11410,2
"18,200",1993,2010,31.75,¿¬Èñµ¿,Ã»¿øºô¶ó,3,29,60.66,164-6,11410,2
"32,800",2009,2010,47.8,¿¬Èñµ¿,¿¬Èñ¾ÆÆ®ºô,3,29,82.54,78-15,11410,3
"25,000",2009,2010,36.68,¿¬Èñµ¿,¿¬Èñ¾ÆÆ®ºô,3,29,63.35,78-15,11410,2
"13,200",1994,2010,24.57,¿¬Èñµ¿,(334-85),3,29,51.27,334-85,11410,-1
"21,800",1992,2010,40.77,¿¬Èñµ¿,½Åµ¿¾ÆÇÏ¿ì½º,3,30,74.13,437-13,11410,2
"22,000",2005,2010,26.86,¿¬Èñµ¿,½ÅÈ£ÇÏÀÌÃ÷ºôAµ¿,3,30,68.04,520-19,11410,5
"21,500",1992,2010,37.37,¿¬Èñµ¿,¹Ì´öºô¶ó,3,31,71.42,344-134,11410,1
"9,000",1996,2010,26.23,¿¬Èñµ¿,(170-50),3,31,50.01,170-50,11410,-1
"9,850",1994,2010,16.86,È«Àºµ¿,º¸±æ,3,1,41.22,338-125,11410,3
"9,000",1985,2010,30,È«Àºµ¿,(9-190),3,2,43.05,9-190,11410,1
"12,000",2005,2010,41.37,È«Àºµ¿,È«Àºµ¿¾¾Æ¼ºô,3,2,73.45,277-128,11410,1
"9,000",1988,2010,25.41,È«Àºµ¿,Å©·Î¹öºô¶ó-°¡µ¿,3,3,41.1,277-200,11410,-1
"20,500",2003,2010,38.08,È«Àºµ¿,¹é·Ãºô¶ó,3,3,63.42,11-97,11410,5
"17,500",2003,2010,29.16,È«Àºµ¿,ÁøÇÑ¾ÆÆ®ºô-ºñµ¿,3,3,60.81,338-64,11410,5
"11,500",1981,2010,28,È«Àºµ¿,(280-9),3,4,48.73,280-9,11410,2
"12,000",1990,2010,43.33,È«Àºµ¿,¹ÌÁøºô¶ó(1µ¿),3,6,53.04,188-91,11410,2
"13,650",1995,2010,29.47,È«Àºµ¿,ºÏ¾Ç±×¸°¸Ç¼Ç,3,8,52.71,5-88,11410,4
"23,500",2009,2010,47.18,È«Àºµ¿,È«Àº»õ´ãºô,3,10,70.49,188-74,11410,1
"9,200",2002,2010,22.06,È«Àºµ¿,ÇØÁÖ½ºÄ«ÀÌºô,3,11,45.96,265-176,11410,3
"9,000",1981,2010,28,È«Àºµ¿,(280-9),3,11,48.66,280-9,11410,2
"14,000",1989,2010,38.13,È«Àºµ¿,È­¼ººô¶ó-°¡µ¿,3,15,45.94,268-25,11410,2
"11,800",1994,2010,27.16,È«Àºµ¿,µ¿¾Æºô¶ó,3,16,56.17,265-66,11410,4
"8,900",1991,2010,23.93,È«Àºµ¿,¾Æ´ãºô¶ó(°¡µ¿),3,17,29.16,191-11,11410,2
"20,200",1995,2010,37.27,È«Àºµ¿,³ªÀºEºô¶ó,3,17,75.79,265-60,11410,4
"10,500",1988,2010,28.98,È«Àºµ¿,Á»°Çºô¶ó(¶óµ¿),3,18,38.01,196-12,11410,1
"23,000",2008,2010,33.867,È«Àºµ¿,ÇÑ¼ººô¶ó,3,20,46.33,8-474,11410,3
"15,800",2003,2010,28.35,È«Àºµ¿,»ï¼º±×¸°ºô(´Ùµ¿),3,22,62.4,265-133,11410,4
"21,000",2003,2010,31.01,È«Àºµ¿,ÁøÇÑ¾ÆÆ®ºô-¿¡ÀÌµ¿,3,24,60.22,338-55,11410,2
"12,000",1986,2010,30.3,È«Àºµ¿,ÀºÇÏ-¿¡ÀÌµ¿,3,25,40.42,325-31,11410,1
"23,000",1985,2010,80.9,È«Àºµ¿,»ï¼ººô¶ó,3,25,95.13,188-29,11410,3
"19,000",1977,2010,32.99,È«Àºµ¿,¼Ò¸Á¿¬¸³,3,25,59.17,265-411,11410,1
"12,500",1994,2010,18.6,È«Àºµ¿,°í±Ã,3,26,39.98,338-172,11410,3
"11,000",1990,2010,40.83,È«Àºµ¿,ÃÊ¿øºô¶ó(265-138),3,27,57.21,265-138,11410,1
"19,000",2003,2010,28.66,È«Àºµ¿,ÁøÇÑ¾ÆÆ®ºô-¿¡ÀÌµ¿,3,28,63.77,338-55,11410,4
"29,400",2009,2010,34.33,È«Àºµ¿,ÃµÁöÀÎ(Æç¸®Ã¼),3,28,76.41,164,11410,4
"13,800",1995,2010,20.86,È«Àºµ¿,È«ÀÍ±×¸°,3,29,47.7,378-2,11410,1
"7,000",1991,2010,26.83,È«Àºµ¿,ÀÓ¹æºô¶ó,3,29,45.61,265-202,11410,1
"30,700",2009,2010,34.33,È«Àºµ¿,ÃµÁöÀÎ(Æç¸®Ã¼),3,30,76.41,164,11410,5
"22,900",2003,2010,27.26,È«Àºµ¿,º¸¿ìºô,3,30,53.88,338-182,11410,3
"8,200",2003,2010,18.03,È«Àºµ¿,(414-30),3,30,34.84,414-30,11410,2
"19,000",2010,2010,25.05,È«Àºµ¿,ÈúÆ°½ºÄ«ÀÌºô,3,31,43.84,191-9,11410,4
"15,500",1989,2010,25.29,È«Àºµ¿,Çö´ë·°½ººô¶ó-°¡µ¿,3,31,30.96,294-12,11410,2
"12,000",1994,2010,16.86,È«Àºµ¿,º¸±æ,3,31,41.22,338-125,11410,2
"26,100",2003,2010,42.97,ºÏ°¡ÁÂµ¿,Á¦ÀÏ±×¸°ºô,3,3,79.2,336-24,11410,2
"19,000",2002,2010,27.25,ºÏ°¡ÁÂµ¿,µ¿¼ººô¶ó,3,3,49.63,289-19,11410,1
"22,000",2009,2010,35.14,ºÏ°¡ÁÂµ¿,µ¿ÇÏ¾ÆÆ®ºô,3,3,63.99,280-16,11410,3
"21,000",2009,2010,33.63,ºÏ°¡ÁÂµ¿,µ¿ÇÏ¾ÆÆ®ºô,3,3,61.23,280-16,11410,3
"26,000",2004,2010,36.11,ºÏ°¡ÁÂµ¿,½ÅÁ¤ºô¶óBµ¿,3,4,62.22,321-10,11410,4
"13,000",1986,2010,26.65,ºÏ°¡ÁÂµ¿,(351-20),3,4,39.43,351-20,11410,2
"18,000",2002,2010,32.77,ºÏ°¡ÁÂµ¿,µ¿¹®ÆÄÅ©ºô(A),3,5,60.84,290-20,11410,-1
"18,600",2009,2010,27.85,ºÏ°¡ÁÂµ¿,½ÅÀÏ¾ÆÆ®ºô,3,6,48.71,277-6,11410,5
"24,600",2004,2010,48.74,ºÏ°¡ÁÂµ¿,´ëÈ£ºô¶ó,3,9,82.51,2-9,11410,4
"23,500",2004,2010,37.63,ºÏ°¡ÁÂµ¿,¿À¼º½¦¸£ºô,3,9,75.92,8-61,11410,4
"24,500",2003,2010,35.49,ºÏ°¡ÁÂµ¿,Á¦ÀÏ±×¸°ºô(311-17),3,11,76.79,311-17,11410,5
"22,650",2002,2010,36.89,ºÏ°¡ÁÂµ¿,»ï¼ººô¸®Áö,3,12,72.93,3-174,11410,4
"18,350",2009,2010,27.61,ºÏ°¡ÁÂµ¿,½ÅÀÏ¾ÆÆ®ºô,3,12,48.3,277-6,11410,2
"20,700",2009,2010,29.76,ºÏ°¡ÁÂµ¿,ÇÑ¾ç¾ÆÆ®ºô(328-46),3,12,54.49,328-46,11410,2
"29,000",2003,2010,41.68,ºÏ°¡ÁÂµ¿,°æ¼ºÇÏÀÌºô(343-5),3,13,73.54,343-5,11410,4
"25,500",2003,2010,33.95,ºÏ°¡ÁÂµ¿,Á¦ÀÏ±×¸°ºô(311-17),3,13,73.44,311-17,11410,2
"21,000",2008,2010,31.349,ºÏ°¡ÁÂµ¿,Ã»¿îÇÏÀÌÃ÷(281-14),3,14,56.95,281-14,11410,4
"17,300",2001,2010,19.61,ºÏ°¡ÁÂµ¿,ÀÓÃ¢±×¸°,3,16,45.56,347-26,11410,3
"24,900",2002,2010,36.32,ºÏ°¡ÁÂµ¿,¼®Á¤ºô¶ó,3,16,59.66,332-6,11410,3
"22,000",2006,2010,27.5,ºÏ°¡ÁÂµ¿,¿ìÃ¢ÆÄÅ©ºô,3,17,48.24,328-5,11410,4
"12,400",2008,2010,18.76,ºÏ°¡ÁÂµ¿,µ¿È­ºô¶ó3Â÷,3,18,30.23,3-191,11410,4
"16,300",2008,2010,22.02,ºÏ°¡ÁÂµ¿,µ¿È­ºô¶ó2Â÷,3,18,39.18,3-106,11410,5
"18,100",2002,2010,20.02,ºÏ°¡ÁÂµ¿,ÅÂ¼ºÇÏÀÌÃ÷ºô,3,18,46.56,285-7,11410,3
"17,500",2008,2010,27.52,ºÏ°¡ÁÂµ¿,µ¿È­ºô¶ó3Â÷,3,20,44.36,3-191,11410,2
"19,000",2009,2010,27.61,ºÏ°¡ÁÂµ¿,½ÅÀÏ¾ÆÆ®ºô,3,20,48.3,277-6,11410,2
"12,700",1986,2010,27.83,ºÏ°¡ÁÂµ¿,ÀÓÃ¢ºô¶ó(Fµ¿),3,20,36.89,324-17,11410,1
"18,800",1991,2010,20.13,ºÏ°¡ÁÂµ¿,½Å¾Èºô¶ó(349-32),3,22,43.29,349-32,11410,3
"8,800",1987,2010,26.13,ºÏ°¡ÁÂµ¿,(337-30),3,22,35.77,337-30,11410,-1
"21,000",1994,2010,37.47,ºÏ°¡ÁÂµ¿,³²°æºô¸®Áö,3,24,71.28,3-58,11410,2
"17,500",1991,2010,20.95,ºÏ°¡ÁÂµ¿,ÀÓÃ¢ÆÄÅ©ºô,3,25,35.85,80-88,11410,-1
"15,700",2010,2010,24.79,ºÏ°¡ÁÂµ¿,¿µÁÖ¾ÆÆ®ºô(274-17),3,26,43.53,274-17,11410,2
"15,200",1993,2010,16.87,ºÏ°¡ÁÂµ¿,½Å¾Èºô¶ó,3,29,42.31,75-25,11410,3
"21,000",2008,2010,35.38,ºÏ°¡ÁÂµ¿,¿ùµåºô2Â÷,3,29,63.75,5-9,11410,3
"11,500",1994,2010,16.5,ºÏ°¡ÁÂµ¿,¼¼¿ø¾ÆÆ®ºô¶ó,3,30,37.8,280-33,11410,3
"24,200",1986,2010,30.09,³²°¡ÁÂµ¿,(258-116),3,1,41.43,258-116,11410,-1
"25,500",1979,2010,88.75,³²°¡ÁÂµ¿,(9-54),3,5,79.67,9-54,11410,2
"2,000",1986,2010,22.3,³²°¡ÁÂµ¿,(3-8),3,19,32.5,3-8,11410,-1
"18,000",1987,2010,24.05,³²°¡ÁÂµ¿,(371-7),3,19,35.34,371-7,11410,-1
"13,000",1997,2010,30.51,³²°¡ÁÂµ¿,(344-4),3,27,49.67,344-4,11410,-1
"21,000",2002,2010,20.2,ÃæÁ¤·Î3°¡,µÎ¿ÀÁÖÅÃ,4,15,33.12,3-85,11410,4
"26,000",1977,2010,44.48,ºÏ¾ÆÇöµ¿,(113-33),4,12,52.75,113-33,11410,2
"29,000",1991,2010,26.61,ºÏ¾ÆÇöµ¿,(115-35),4,12,55.71,115-35,11410,1
"28,000",2009,2010,33.06,ºÏ¾ÆÇöµ¿,¹ÌÁÖÅ¸¿î,4,15,60.21,183-5,11410,3
"15,500",1992,2010,29.82,ºÏ¾ÆÇöµ¿,(1-1764) °¡µ¿,4,20,59.59,1-1764,11410,-1
"6,500",1996,2010,22.8,ºÏ¾ÆÇöµ¿,°ñµçºô,4,28,42.04,187-5,11410,1
"27,500",2002,2010,48.96,ºÏ¾ÆÇöµ¿,ÇÑ¿ï¾ÆÆ®ºô³ªµ¿,4,30,84.94,189-31,11410,5
"13,000",1991,2010,26.34,È«Á¦µ¿,¼®»êºô¶óAµ¿,4,4,45.28,308-245,11410,1
"7,500",1994,2010,32.07,È«Á¦µ¿,(8-40),4,7,34.29,8-40,11410,3
"10,000",1994,2010,44.5,È«Á¦µ¿,(8-40),4,7,47.61,8-40,11410,3
"15,000",2000,2010,41.05,È«Á¦µ¿,½ÅÈïºô¶óÆ®(267-14),4,9,71.65,267-14,11410,3
"14,500",1996,2010,28.19,È«Á¦µ¿,µ¿¿øºô¶ó,4,10,59.74,156-388,11410,1
"12,000",1992,2010,25.25,È«Á¦µ¿,156-357,4,11,43.62,156-357,11410,2
"9,500",1988,2010,27.89,È«Á¦µ¿,º°Àåºô¶ó,4,15,35.22,334-38,11410,2
"13,000",1997,2010,28.48,È«Á¦µ¿,(270-183),4,15,50.56,270-183,11410,2
"14,900",1983,2010,31.56,È«Á¦µ¿,(266-41),4,15,50.02,266-41,11410,3
"27,000",1975,2010,29.8,È«Á¦µ¿,(300-17),4,16,44.17,300-17,11410,1
"19,250",1980,2010,34.71,È«Á¦µ¿,Á¦ÀÏÁÖÅÃ,4,17,52.73,266-3,11410,1
"16,100",1996,2010,29.11,È«Á¦µ¿,¿¹¼Öºô¶ó,4,29,53.52,361-52,11410,3
"7,800",1993,2010,16.976,È«Á¦µ¿,°æÀÏºô¶óBµ¿,4,30,35.66,312-132,11410,-1
"17,000",2006,2010,17.9,Ã¢Ãµµ¿,À²µµ±¹ÀÎ(303µ¿),4,2,32.24,148-1,11410,4
"17,000",2006,2010,17.9,Ã¢Ãµµ¿,À²µµ±¹ÀÎ(303µ¿),4,2,32.24,148-1,11410,3
"9,300",2001,2010,11.517,Ã¢Ãµµ¿,ºí·çÈú,4,17,22.74,100-124,11410,3
"14,900",1991,2010,23.56,Ã¢Ãµµ¿,¾ÆÆ®ºô¶ó,4,24,33.58,99-24,11410,1
"60,000",1993,2010,109.19,¿¬Èñµ¿,¶óÀÌÇÁ¿¬Èñºô¶ó,4,8,162.9,86-4,11410,2
"29,000",2004,2010,66.11,¿¬Èñµ¿,Ã»¹éÀç,4,11,111.59,78-33,11410,1
"15,000",2001,2010,17.13,¿¬Èñµ¿,½ÅÈ£ºô¶ó,4,16,38.62,520-129,11410,1
"11,800",1993,2010,22.35,¿¬Èñµ¿,¿ì¹æºô¶ó,4,17,33.57,432-7,11410,2
"10,850",1986,2010,27.91,¿¬Èñµ¿,µ¿ÁøÁÖÅÃ5µ¿,4,19,36.275,142-26,11410,2
"15,000",2001,2010,26.263,¿¬Èñµ¿,¿¬Èï°¡³ª¾Èºô¶ó(520-120),4,19,59.53,520-120,11410,-1
"16,200",2002,2010,33.21,¿¬Èñµ¿,3Â÷¿¥Æ¼ºô,4,23,57.76,170-149,11410,2
"18,500",2010,2010,21.021,¿¬Èñµ¿,À§ÀÏ¸®Ã÷ºô(169-11),4,26,50.36,169-11,11410,2
"22,400",1976,2010,91,¿¬Èñµ¿,(444-100),4,26,54.05,444-100,11410,1
"14,000",1982,2010,40.17,¿¬Èñµ¿,(705-4),4,26,41.65,705-4,11410,1
"100,000",2010,2010,106.22,¿¬Èñµ¿,Á¤À±ºô¸®Áö,4,26,158.82,67-2,11410,3
"14,300",1982,2010,40.17,¿¬Èñµ¿,(705-4),4,28,41.65,705-4,11410,3
"10,500",1993,2010,18.505,¿¬Èñµ¿,´ë¸íºô¶ó,4,29,41.36,187-121,11410,-1
"5,500",1993,2010,15.47,È«Àºµ¿,¿ìÁøºô¶ó(265-191),4,1,29.07,265-191,11410,-1
"7,000",1973,2010,18.8,È«Àºµ¿,È«Àººô¶ó(9-534),4,1,24.63,9-534,11410,-1
"18,300",1987,2010,50.59,È«Àºµ¿,Ç³Áøºô¶ó,4,3,64.27,11-980,11410,3
"15,500",2000,2010,31.3,È«Àºµ¿,È«Àº(325-12),4,3,65.31,325-12,11410,4
"22,250",2010,2010,21.21,È«Àºµ¿,·¡µð¾Ó3Â÷,4,4,42.365,396-21,11410,5
"23,000",1994,2010,32.79,È«Àºµ¿,°í±Ã,4,5,70.48,338-172,11410,1
"28,500",2008,2010,48.69,È«Àºµ¿,ÇÑ¼ººô¶ó,4,5,66.62,8-474,11410,1
"34,000",1997,2010,48.77,È«Àºµ¿,Áø¿µºô¶óÆ®,4,5,107.75,265-307,11410,2
"16,500",2002,2010,36.63,È«Àºµ¿,¹Ì·¡Å×Å©³ëºô(Aµ¿),4,9,75.87,265-101,11410,4
"12,300",2002,2010,16.89,È«Àºµ¿,Çö´ëÇÏ´Ïºô,4,10,36.17,397-6,11410,4
"23,000",2003,2010,38.71,È«Àºµ¿,¹é¼ÛÇÏÀÌÃ÷-´Ùµ¿,4,10,78.15,396-40,11410,3
"15,000",2002,2010,27.4,È«Àºµ¿,µµ¾ç¶óºñ¾Óºô(°¡µ¿),4,13,59.87,265-291,11410,-1
"13,000",1991,2010,33.6,È«Àºµ¿,Ã»¹Ìºô¶ó(Bµ¿),4,13,46.54,189-2,11410,1
"18,000",1994,2010,26.49,È«Àºµ¿,°í±Ã,4,13,56.94,338-172,11410,1
"19,500",2004,2010,29.54,È«Àºµ¿,È²ÅäÁö¿Àºô,4,14,65.13,338-166,11410,1
"7,870",1992,2010,25.06,È«Àºµ¿,³ªÀººô¶ó(Bµ¿),4,14,41.31,265-160,11410,-1
"49,800",1995,2010,156.48,È«Àºµ¿,Ç³¸²ºô¶ó,4,15,195.09,265-354,11410,4
"19,500",1987,2010,62.79,È«Àºµ¿,±ÝÈ£,4,16,54.6,355,11410,3
"13,000",1994,2010,16.86,È«Àºµ¿,º¸±æ,4,16,41.22,338-125,11410,1
"16,300",1997,2010,34.8,È«Àºµ¿,¿¬Èñºô¶óÆ®,4,19,65.34,265-306,11410,4
"20,200",2003,2010,36.08,È«Àºµ¿,¿ì¼ºÄÉÀÌ¾¾ºô-¿¡ÀÌµ¿,4,21,70.02,374,11410,3
"22,000",2003,2010,39.29,È«Àºµ¿,¹é¼ÛÇÏÀÌÃ÷,4,21,78.12,396-39,11410,2
"10,000",1973,2010,18.47,È«Àºµ¿,È«Àººô¶ó(9-534),4,21,23.14,9-534,11410,1
"7,500",1996,2010,13.11,È«Àºµ¿,°ÅÀ¯ÁÖÅÃ(412-9),4,26,27.75,412-9,11410,4
"17,200",2004,2010,30.47,È«Àºµ¿,´ö¾ç¾ÆÆ®ºô,4,27,51.88,407-16,11410,2
"15,900",2002,2010,28.52,È«Àºµ¿,È«ÀºÈúÆ°ºô(Aµ¿),4,28,59.04,191-65,11410,4
"8,700",1973,2010,18.47,È«Àºµ¿,È«Àººô¶ó(9-534),4,29,24.17,9-534,11410,2
"19,000",2003,2010,28.66,È«Àºµ¿,ÁøÇÑ¾ÆÆ®ºô-¿¡ÀÌµ¿,4,30,63.77,338-55,11410,4
"22,900",2003,2010,27.26,È«Àºµ¿,º¸¿ìºô,4,30,53.88,338-182,11410,3
"23,000",2002,2010,21.74,ºÏ°¡ÁÂµ¿,¼¼¹æÆÄ½ººô,4,2,44.59,285-6,11410,4
"17,500",1994,2010,16.7,ºÏ°¡ÁÂµ¿,¹Ìµµ¾ÆÆ®ºô¶ó,4,3,38.19,305-1,11410,3
