°ÇÃà³âµµ,³â,¹ýÁ¤µ¿,º¸Áõ±Ý¾×,¿¬¸³´Ù¼¼´ë,¿ù,¿ù¼¼±Ý¾×,ÀÏ,Àü¿ë¸éÀû,Áö¹ø,Áö¿ªÄÚµå,Ãþ
2007,2019,ºÏ°¡ÁÂµ¿,"12,500",(3-173),3,0,20,43.12,3-173,11410,2
2008,2019,ºÏ°¡ÁÂµ¿,"20,000",µ¿È­ºô¶ó(3-126),3,0,20,63.48,3-126,11410,2
2001,2019,ºÏ°¡ÁÂµ¿,"20,000",½ÅÇ³±×¸°ºô1Â÷,3,0,20,75.06,339-40,11410,1
2003,2019,ºÏ°¡ÁÂµ¿,"11,000",¹«ºêºô,3,20,21,41.48,329-20,11410,4
2003,2019,ºÏ°¡ÁÂµ¿,"11,000",ÇÑ¾çºô¶ó(366-9),3,0,21,30.79,366-9,11410,5
2002,2019,ºÏ°¡ÁÂµ¿,"13,500",·º½ººô2,3,0,22,51.22,3-91,11410,4
2017,2019,ºÏ°¡ÁÂµ¿,"25,500",¸£³×»ó½ººô(289-29),3,0,23,57.54,289-29,11410,3
2012,2019,ºÏ°¡ÁÂµ¿,"19,000",ÇÑ¾ç¾ÆÆ®ºô,3,0,23,49.92,331-22,11410,2
2002,2019,ºÏ°¡ÁÂµ¿,"3,000",¼­°æÆÛ½ºÆ®ºô(286-13),3,40,23,40.68,286-13,11410,5
2002,2019,ºÏ°¡ÁÂµ¿,"15,000",Á¤¿øÇÏÀÌÃ÷ºô,3,0,23,56.95,5-132,11410,1
2003,2019,ºÏ°¡ÁÂµ¿,"20,000",Á¤¹æ¾ÆÆ®ºôºñµ¿,3,0,25,78.06,383-3,11410,1
2013,2019,ºÏ°¡ÁÂµ¿,"14,500",Ã¾½ººô,3,0,25,36.99,3-4,11410,2
2012,2019,ºÏ°¡ÁÂµ¿,"4,000",´ÙÀÎÇÏ¿ì½º(328-14),3,0,26,17.1,328-14,11410,2
2018,2019,ºÏ°¡ÁÂµ¿,"23,500",ÀÌÁö¶óÀÌÇÁºô,3,0,26,29.59,307-15,11410,5
2007,2019,ºÏ°¡ÁÂµ¿,"15,000",¿µ±¤ºô¶ó,3,0,26,31.22,383-13,11410,4
2013,2019,ºÏ°¡ÁÂµ¿,"25,000",´ë¿ø¾ÆÆ®ºô6,3,0,28,48.73,336-30,11410,6
2013,2019,ºÏ°¡ÁÂµ¿,"14,500",Ã¾½ººô,3,0,29,36.99,3-4,11410,2
2013,2019,ºÏ°¡ÁÂµ¿,"1,000",»õ¿ò ½º¸¶Æ®ºô,3,40,29,12.34,3-67,11410,2
1993,2019,ºÏ°¡ÁÂµ¿,"12,500",(369-13),3,0,30,37.58,369-13,11410,2
1995,2019,ºÏ°¡ÁÂµ¿,"20,000",¸í¿ø¾ÆÆ®¸Ç¼Ç,3,0,31,48.31,341-24,11410,4
2012,2019,³²°¡ÁÂµ¿,"10,000",°æ³²È¨Å¸¿î,3,10,5,29.65,339-5,11410,3
1992,2019,³²°¡ÁÂµ¿,"10,000",(5-132),3,0,6,32.68,5-132,11410,1
2017,2019,³²°¡ÁÂµ¿,"25,000",ÁÖ¿øº£¸£ºô(102µ¿),3,0,7,41.48,335-16,11410,5
2012,2019,³²°¡ÁÂµ¿,"14,000",¹Ð·¹´Ï¾ö,3,0,8,43.65,329-19,11410,5
2011,2019,³²°¡ÁÂµ¿,"2,000",THE  Çàº¹ÇÑÁý,3,50,9,40.44,328-25,11410,2
2002,2019,³²°¡ÁÂµ¿,"8,000",RENT HOUSE,3,0,20,22.14,340-14,11410,4
2002,2019,³²°¡ÁÂµ¿,"7,500",RENT HOUSE,3,0,20,17.64,340-14,11410,4
2016,2019,³²°¡ÁÂµ¿,"18,000",Áõ°¡ÆÓ¸®Ã¼,3,0,21,29.91,326-6,11410,2
2016,2019,³²°¡ÁÂµ¿,"12,000",(331-9),3,0,23,31.85,331-9,11410,4
2014,2019,ÃæÁ¤·Î2°¡,"10,000",(180-5),4,10,12,17.38,180-5,11410,6
2002,2019,ÃæÁ¤·Î2°¡,"16,000",(63-0),4,0,17,38.31,63,11410,4
2003,2019,ÃæÁ¤·Î3°¡,"25,000",³ëº§¾ÆÆ®ºô,4,0,17,63.335,3-10,11410,3
1995,2019,ÃæÁ¤·Î3°¡,"13,000",µ¿³²ÇÏÀÌÃ÷ºô¶ó,4,0,18,52.65,31-2,11410,3
1994,2019,Ãµ¿¬µ¿,"16,000",(120-2),4,0,20,56.94,120-2,11410,3
2003,2019,Ãµ¿¬µ¿,"4,000",¸®ºùÅéºô¶ó Bµ¿,4,40,23,33.54,98-72,11410,3
2005,2019,¿ÁÃµµ¿,"8,000",»ïÈ£ºô¶ó,4,0,2,37,45-5,11410,1
1996,2019,¿ÁÃµµ¿,"11,000",(123-2),4,0,6,25.74,123-2,11410,3
2002,2019,¿µÃµµ¿,"10,000",¿µÃµºô¶ó,4,0,23,37.15,70-10,11410,6
1991,2019,ºÏ¾ÆÇöµ¿,"16,000",(3-136),4,0,1,49.81,3-136,11410,1
1997,2019,ºÏ¾ÆÇöµ¿,"12,000",(1-341),4,0,2,33.78,1-341,11410,4
2007,2019,ºÏ¾ÆÇöµ¿,"10,000",(1-764),4,40,4,65.24,1-764,11410,4
2014,2019,ºÏ¾ÆÇöµ¿,"3,500",Á¤¿ø¾Æ¸®¼Ö,4,20,5,12.03,183-1,11410,4
2017,2019,ºÏ¾ÆÇöµ¿,"34,000",Èú½ºÅ¸ºô¸®Áö,4,0,5,59.355,1-574,11410,1
2003,2019,ºÏ¾ÆÇöµ¿,"16,000",(123-52),4,0,13,52.86,123-52,11410,2
1991,2019,ºÏ¾ÆÇöµ¿,"7,000",(1-719),4,5,17,37.22,1-719,11410,1
2002,2019,ºÏ¾ÆÇöµ¿,"21,000",¿¹¿ìºô¸®ÁöBµ¿,4,0,19,58.38,1-71,11410,3
2017,2019,ºÏ¾ÆÇöµ¿,"34,000",Èú½ºÅ¸ºô¸®Áö,4,0,23,59.355,1-574,11410,-1
2013,2019,ºÏ¾ÆÇöµ¿,"22,000",»ê¾Æ·¡,4,0,26,35.97,1-383,11410,5
1995,2019,ºÏ¾ÆÇöµ¿,"6,000",µ¿¾Æ¾ÆÆ®¸Ç¼Ç,4,75,26,84.36,1-93,11410,1
2002,2019,ºÏ¾ÆÇöµ¿,"5,000",(692-0),4,40,27,36.89,692,11410,4
2002,2019,ºÏ¾ÆÇöµ¿,"1,000",(692-0),4,60,27,36.89,692,11410,4
1987,2019,È«Á¦µ¿,"10,000",¾Æ³²(´Ùµ¿),4,0,3,36.45,167-54,11410,3
2008,2019,È«Á¦µ¿,"22,000",µ¿Áø,4,0,6,63.55,173-17,11410,2
2015,2019,È«Á¦µ¿,"7,000",(309-2),4,0,6,17.9,309-2,11410,3
1997,2019,È«Á¦µ¿,"13,000",¿¬¾Èºô¶óÆ®,4,0,8,50.61,312-77,11410,1
2003,2019,È«Á¦µ¿,"21,000",¸¸¹Îº£½ºÆ®ºô(361-3),4,0,8,80.31,361-3,11410,5
2015,2019,È«Á¦µ¿,"20,000",¸íÁø¾ÆÆ®ºô,4,0,9,47.57,156-377,11410,2
1992,2019,È«Á¦µ¿,"10,000",»ï¿øºô¶ó,4,0,10,72.56,342-8,11410,3
2000,2019,È«Á¦µ¿,"17,500",¸¸¹Îº£½ºÆ®ºô(359-9),4,0,10,73.57,359-9,11410,4
1997,2019,È«Á¦µ¿,"8,500",Çö´ëºô¶ó(104-25),4,0,11,30.77,104-25,11410,1
1996,2019,È«Á¦µ¿,"15,000",¼­°­ºô¶ó,4,0,11,45.83,5-72,11410,1
2015,2019,È«Á¦µ¿,"2,000",(309-2),4,50,12,22.73,309-2,11410,2
1991,2019,È«Á¦µ¿,"7,500",(105-51),4,0,13,41.34,105-51,11410,1
1993,2019,È«Á¦µ¿,"15,500",(356-56),4,0,13,64.12,356-56,11410,1
2018,2019,È«Á¦µ¿,"26,000",»ï¼ºÄ³½½(267-30),4,0,13,29.95,267-30,11410,5
1995,2019,È«Á¦µ¿,"18,000",È«»êºô¶ó,4,0,14,45.78,6-33,11410,1
2012,2019,È«Á¦µ¿,"2,000",Á¤È­¿¡ÄÚ±×¸°,4,50,14,42.03,361-2,11410,3
2018,2019,È«Á¦µ¿,"26,000",·Ôµ¥ºô¶ó,4,0,15,59.77,261-5,11410,2
2017,2019,È«Á¦µ¿,"22,000",¼¼·»µðÇÇÆ¼,4,0,15,29.24,136-34,11410,3
1991,2019,È«Á¦µ¿,"3,000",Àº¼ººô¶ó,4,48,15,41.93,312-51,11410,2
2003,2019,È«Á¦µ¿,"21,000",¸¸¹Îº£½ºÆ®ºô(361-3),4,0,16,80.31,361-3,11410,5
1980,2019,È«Á¦µ¿,"5,000",Á¦ÀÏÁÖÅÃ,4,0,16,52.73,266-3,11410,4
1997,2019,È«Á¦µ¿,"12,000",¿µÈ­ºô¶ó,4,0,19,35.63,122-24,11410,1
2018,2019,È«Á¦µ¿,"29,000",Á¦´Ï½ººô(134-2),4,0,19,56.13,134-2,11410,5
1991,2019,È«Á¦µ¿,"18,000",(287-75),4,0,20,39.03,287-75,11410,1
2003,2019,È«Á¦µ¿,"18,000",¼¼Èñ¾ÆÆ®ºô-1,4,0,23,49.03,278-22,11410,3
1975,2019,È«Á¦µ¿,"20,000",¿ì½Å,4,0,23,79.01,167-38,11410,1
2003,2019,È«Á¦µ¿,"25,000",ÄÚ¾Æ·ºÅ©ºô³ªµ¿,4,0,23,72.68,202-1,11410,4
2002,2019,È«Á¦µ¿,"12,000",´ö¿øºô¶ó,4,5,24,36.61,304-108,11410,2
2018,2019,È«Á¦µ¿,"24,700",´º¾¾¿¤,4,0,25,29.96,315-31,11410,4
2013,2019,È«Á¦µ¿,"7,400",¸¸¹ÎÇÏ´Ã¾Ö(285-11),4,0,25,53.09,285-11,11410,3
1965,2019,È«Á¦µ¿,500,È«Á¦,4,25,27,21.55,312-35,11410,3
2013,2019,È«Á¦µ¿,"14,000",½á´ÏÈú½º,4,0,27,37.74,266-99,11410,4
1992,2019,È«Á¦µ¿,"10,000",»ï¿øºô¶ó,4,0,30,72.56,342-8,11410,1
2018,2019,È«Á¦µ¿,"26,000",´õ¼¼¿µ,4,0,30,46.56,260-27,11410,6
1993,2019,È«Á¦µ¿,"12,500",(122-25),4,0,30,39.27,122-25,11410,1
2009,2019,È«Á¦µ¿,"20,000",¿ì¼º¿¡¹öºô,4,0,30,61.37,190-2,11410,3
2018,2019,´ë½Åµ¿,"25,000",¸ðµÎ°¡,4,0,2,29.78,124-1,11410,2
2018,2019,´ë½Åµ¿,"25,000",¸ðµÎ°¡,4,0,2,29.78,124-1,11410,2
2017,2019,´ë½Åµ¿,"1,000",À§³Ê½ºÇÏÀÓ,4,95,8,28.98,132-2,11410,3
2017,2019,Ã¢Ãµµ¿,"10,110",³ì»öÄ£±¸µéÃ¢Ãµ,4,18,5,30.2,388,11410,2
1992,2019,Ã¢Ãµµ¿,"37,000",¿¬¼¼ÇÏÀÌÃ÷ºô¸®Áö,4,0,8,107.9,501-20,11410,4
2002,2019,Ã¢Ãµµ¿,"26,000",¼­¸²,4,0,8,59.99,501-23,11410,1
2011,2019,Ã¢Ãµµ¿,"2,000",(90-46),4,43,12,12.87,90-46,11410,4
1991,2019,Ã¢Ãµµ¿,"22,000",½ÅÃÌºô¶ó,4,0,16,55.6,502-2,11410,3
1991,2019,Ã¢Ãµµ¿,"20,000",½ÅÃÌºô¶ó,4,0,19,55.6,502-2,11410,2
2003,2019,Ã¢Ãµµ¿,"3,000",½ºÄ«ÀÌºô,4,50,19,26,90-34,11410,4
2017,2019,Ã¢Ãµµ¿,"9,882",³ì»öÄ£±¸µéÃ¢Ãµ,4,18,22,30.35,388,11410,4
1992,2019,Ã¢Ãµµ¿,"26,500",Çö´ëºô¶ó(510-18),4,0,22,61.32,510-18,11410,3
1997,2019,¿¬Èñµ¿,"16,000",(715-7),4,0,1,73.77,715-7,11410,4
2018,2019,¿¬Èñµ¿,"1,000",Ç®ÇÏ¿ì½º,4,58,2,52.9,30-27,11410,2
2008,2019,¿¬Èñµ¿,"30,000",ÅäÅäÇÏ¿ì½º,4,0,2,84.39,79-28,11410,4
2003,2019,¿¬Èñµ¿,"5,000",¹Ýµµºô¶ó(706-15),4,80,2,84.37,706-15,11410,3
1991,2019,¿¬Èñµ¿,"45,000",Çö´ëºô¶ó,4,0,3,102,44-3,11410,2
2008,2019,¿¬Èñµ¿,"10,000",(219-13),4,60,4,49.27,219-13,11410,3
1990,2019,¿¬Èñµ¿,"45,000",¿¬±Ã¾ÆÆ®ºô¶ó,4,0,4,123.68,93-3,11410,3
2019,2019,¿¬Èñµ¿,"16,000",¿¬Èñ±ÃÀÇ¾ÆÄ§(Ãµµ¿),4,0,4,22.25,295-1,11410,5
1996,2019,¿¬Èñµ¿,500,(541-14),4,20,5,51.4,541-14,11410,1
1985,2019,¿¬Èñµ¿,"22,000",µ¿Áøºô¶ó,4,0,6,65.07,141-34,11410,1
2003,2019,¿¬Èñµ¿,"23,000",(121-2),4,0,6,74.94,121-2,11410,4
2012,2019,¿¬Èñµ¿,"9,000",(340-17),4,0,8,34.68,340-17,11410,1
1997,2019,¿¬Èñµ¿,"16,500",(112-13),4,0,8,56.72,112-13,11410,2
1986,2019,¿¬Èñµ¿,"24,000",µ¿Áøºô¶ó,4,0,8,65.07,141-34,11410,2
1991,2019,¿¬Èñµ¿,"9,000",(156-9),4,0,9,42.14,156-9,11410,2
1991,2019,¿¬Èñµ¿,"9,000",(156-9),4,0,9,42.14,156-9,11410,2
2002,2019,¿¬Èñµ¿,"2,000",(340-42),4,45,9,78.87,340-42,11410,1
2014,2019,¿¬Èñµ¿,"14,000",(193-18),4,0,10,19.89,193-18,11410,3
2001,2019,¿¬Èñµ¿,"1,000",Á¦´Ï½ººô,4,50,10,20.34,237-7,11410,3
2012,2019,¿¬Èñµ¿,"9,000",(340-17),4,0,10,14.45,340-17,11410,3
2001,2019,¿¬Èñµ¿,"4,000",¿¬Èï°¡³ª¾Èºô¶ó(520-120),4,20,10,59.97,520-120,11410,3
1986,2019,¿¬Èñµ¿,"23,500",»ï¼ººô¶ó,4,0,11,64.8,168,11410,3
1991,2019,¿¬Èñµ¿,"13,500",¿¬Èñºô¶ó¿¡ÀÌµ¿,4,0,11,35.4,1-103,11410,2
2019,2019,¿¬Èñµ¿,"19,500",ÀÌ¾ÈÈÞºô(541-18),4,0,13,37.13,541-18,11410,4
2002,2019,¿¬Èñµ¿,"20,000",¼£·Ò¾ÆÆ®ºô,4,0,13,44.16,340-29,11410,3
2019,2019,¿¬Èñµ¿,"19,500",ÀÌ¾ÈÈÞºô(541-18),4,0,13,37.13,541-18,11410,4
2012,2019,¿¬Èñµ¿,"10,000",(220-22),4,0,13,17.64,220-22,11410,6
2018,2019,¿¬Èñµ¿,"5,000",Ç®ÇÏ¿ì½º,4,60,13,59.82,30-27,11410,2
2017,2019,¿¬Èñµ¿,"18,500",·çÃ¼ºô,4,0,14,29.99,1-87,11410,2
1999,2019,¿¬Èñµ¿,"10,000",(519-70),4,0,15,32.28,519-70,11410,1
2016,2019,¿¬Èñµ¿,"1,000",¿µ¾ÆÆ®ºô,4,65,16,28.43,170-93,11410,4
1992,2019,¿¬Èñµ¿,"5,000",Ã»¿ìºô¶ó,4,50,17,77.61,724-8,11410,1
1985,2019,¿¬Èñµ¿,"15,500",µ¿Áøºô¶ó,4,0,18,45.96,141-34,11410,3
1985,2019,¿¬Èñµ¿,"15,000",µ¿Áøºô¶ó,4,25,19,65.07,141-34,11410,3
2002,2019,¿¬Èñµ¿,"2,000",¾Æ¹Ì¸°ºô½º,4,110,20,52.74,81-29,11410,4
1999,2019,¿¬Èñµ¿,"20,000",È­»ê¾ÆÆ®ºô,4,215,22,159.46,138-21,11410,4
2008,2019,¿¬Èñµ¿,"13,000",¼¼Á¾È­ÀÌÆ®ºô,4,0,22,54.89,51-3,11410,5
2015,2019,¿¬Èñµ¿,"3,000",Çö´ë¾ÆÆ®ºô,4,50,23,31.82,170-178,11410,4
2019,2019,¿¬Èñµ¿,"31,000",ÀÌ¾ÈÈÞºô(541-18),4,0,24,58.14,541-18,11410,3
2019,2019,¿¬Èñµ¿,"21,000",ÀÌ¾ÈÈÞºô(541-18),4,0,24,29.96,541-18,11410,3
2002,2019,¿¬Èñµ¿,"7,000",(340-41),4,0,25,18.69,340-41,11410,4
2019,2019,¿¬Èñµ¿,"26,000",¿¬Èñ±ÃÀÇ¾ÆÄ§(Áöµ¿),4,0,25,29.37,295-7,11410,5
2019,2019,¿¬Èñµ¿,"31,000",ÀÌ¾ÈÈÞºô(541-18),4,0,26,58.14,541-18,11410,4
2016,2019,¿¬Èñµ¿,"25,000",¿¬ÈñÇÏÀÌºô(305-23),4,0,26,50.22,305-23,11410,3
2002,2019,¿¬Èñµ¿,"2,000",¾ÆÀÌºñÇÏ¿ì½º,4,40,27,25.41,287-11,11410,5
2002,2019,¿¬Èñµ¿,"1,000",ÁÒÀÌºô,4,65,27,39.28,107-5,11410,3
2019,2019,¿¬Èñµ¿,"20,000",¿¬Èñ±ÃÀÇ¾ÆÄ§(Ãµµ¿),4,0,27,28.49,295-1,11410,5
2019,2019,¿¬Èñµ¿,"17,500",¿¬Èñ±ÃÀÇ¾ÆÄ§(Ãµµ¿),4,0,29,22.98,295-1,11410,4
2017,2019,¿¬Èñµ¿,"1,000",(219-16),4,60,29,18.63,219-16,11410,4
1983,2019,¿¬Èñµ¿,"5,000",(723-5),4,15,29,34.01,723-5,11410,1
2000,2019,¿¬Èñµ¿,"13,500",(520-78),4,0,30,53.44,520-78,11410,1
1986,2019,¿¬Èñµ¿,"8,000",(519-43),4,0,30,38.75,519-43,11410,2
2012,2019,¿¬Èñµ¿,"8,000",(340-17),4,0,30,15.6,340-17,11410,3
2001,2019,¿¬Èñµ¿,"5,000",¿¬Èï°¡³ª¾Èºô¶ó,4,0,30,38.16,520-43,11410,1
1985,2019,È«Àºµ¿,"15,000",(9-190),4,0,1,43.05,9-190,11410,1
1986,2019,È«Àºµ¿,"4,500",¹Ì¼ººô¶ó(2µ¿),4,0,1,62.07,188-4,11410,-1
1984,2019,È«Àºµ¿,"4,000",Á¾°Çºô¶ó(³ªµ¿),4,40,1,71.33,9-516,11410,2
2003,2019,È«Àºµ¿,"8,000",È«Àººô¶óÆ®,4,40,1,56.52,8-472,11410,2
2016,2019,È«Àºµ¿,"14,500",¾Æµ¨ÇÏ¿ì½º1Â÷,4,0,1,29.87,8-438,11410,4
2016,2019,È«Àºµ¿,"14,500",¾Æµ¨ÇÏ¿ì½º1Â÷,4,0,1,29.87,8-438,11410,4
1991,2019,È«Àºµ¿,"18,000",´ëÇÏ(413-9),4,0,2,73.48,413-9,11410,3
1992,2019,È«Àºµ¿,"9,000",(414-28),4,35,3,43.14,414-28,11410,1
1992,2019,È«Àºµ¿,"9,000",(414-28),4,0,3,43.14,414-28,11410,1
2003,2019,È«Àºµ¿,"18,000",±×·£µå·Îµåºô,4,0,4,62.16,403-24,11410,1
2002,2019,È«Àºµ¿,"3,000",µ¿±¤ºô¸®Áö,4,65,5,68.97,403-6,11410,3
1995,2019,È«Àºµ¿,"12,000",»ï¿µ±×¸°ºô¶ó,4,0,6,51.12,190-19,11410,1
2003,2019,È«Àºµ¿,"13,000",È«Àº¼Û¸²ºô¶ó,4,20,7,56.7,281-7,11410,2
2019,2019,È«Àºµ¿,"15,000",´ë°¡Æ®¶ó¿ò,4,0,8,29.26,11-546,11410,3
2002,2019,È«Àºµ¿,"12,000",¸íÁö¿ùµåºô,4,0,8,56.16,332-8,11410,2
2010,2019,È«Àºµ¿,"20,000",ÅõÀ¯ºô,4,0,8,40.7,375-2,11410,4
1993,2019,È«Àºµ¿,"9,000",µ¿Çö¾ÆÆ®ºô¶ó,4,0,8,41.94,265-224,11410,2
2016,2019,È«Àºµ¿,"2,000",ÀÎ»ê¿¤¸£ºôB,4,70,9,41.71,265-158,11410,4
2013,2019,È«Àºµ¿,"2,081",Çö¿µºô¶ó2Â÷,4,17,9,58.34,206-36,11410,2
2016,2019,È«Àºµ¿,"17,000",¾Æµ¨ÇÏ¿ì½º1Â÷,4,0,9,38.34,8-438,11410,2
1996,2019,È«Àºµ¿,"17,000",½ºÀ§½ºÇö´ëºô¶óÆ®,4,50,9,132.17,189-5,11410,3
2008,2019,È«Àºµ¿,"19,000",°³¼ºÇÏÀÌºä,4,0,13,71.16,435-7,11410,2
2013,2019,È«Àºµ¿,"3,000",´Ù¿øÆÄÅ©ºô,4,65,13,46.28,408-7,11410,3
1993,2019,È«Àºµ¿,"19,000",¸í¼ºÇÏÀÌÃ÷,4,0,15,94.02,395-19,11410,4
1987,2019,È«Àºµ¿,"1,000",Àº¾Æ-¿¡ÀÌµ¿,4,60,17,41.34,324-11,11410,1
2014,2019,È«Àºµ¿,"14,900",¿¡ÄÚºô,4,0,19,34.38,204-7,11410,5
2003,2019,È«Àºµ¿,"7,000",¹é»êÁÖÅÃ,4,0,20,84.78,409-2,11410,3
1987,2019,È«Àºµ¿,"17,000",±ÝÈ£,4,0,22,57.6,355,11410,3
2011,2019,È«Àºµ¿,"20,000",¼¼¹Î ÇÏÀÌÆÄÅ©,4,0,23,53,374-1,11410,2
2007,2019,È«Àºµ¿,"9,000",Çàº¹ÇÑÁý(190-11),4,25,23,50.26,190-11,11410,2
1987,2019,È«Àºµ¿,"11,000",Ç³Áøºô¶ó,4,0,28,64.27,11-980,11410,1
2013,2019,È«Àºµ¿,"22,500",ÅÂ¾ç¾ÆÆ®ºô,4,0,30,51.66,412-28,11410,3
1987,2019,È«Àºµ¿,"17,000",±ÝÈ£,4,0,30,54.6,355,11410,3
2019,2019,ºÏ°¡ÁÂµ¿,"22,000",ÁÖÇöÁÖÅÃ,4,0,1,28.65,327-12,11410,6
2015,2019,ºÏ°¡ÁÂµ¿,"15,000",È£¼º±×¸°ºä,4,0,1,29.91,286-9,11410,5
2010,2019,ºÏ°¡ÁÂµ¿,500,Áø ¿¡½¦¸£,4,45,2,64.05,3-14,11410,2
2002,2019,ºÏ°¡ÁÂµ¿,"20,000",»ïÈ¯ºô¶ó,4,0,2,78.39,347-34,11410,3
1991,2019,ºÏ°¡ÁÂµ¿,"11,000",´ë¿ìºô¶ó,4,0,2,42.57,1-27,11410,1
2003,2019,ºÏ°¡ÁÂµ¿,"20,000",´ë¸²¾ÆÆ®ºô,4,0,4,72.24,376-30,11410,2
1992,2019,ºÏ°¡ÁÂµ¿,"15,000",¸¶´çºô¶ó,4,0,4,51.06,312-15,11410,4
2008,2019,ºÏ°¡ÁÂµ¿,"13,000",Çàº¹ÇÑÁý(3Â÷),4,0,5,50.5,3-119,11410,5
1991,2019,ºÏ°¡ÁÂµ¿,"1,000",¸íÁøºô¶ó,4,40,5,47.65,305-12,11410,4
2002,2019,ºÏ°¡ÁÂµ¿,"16,000",ÇÑ¾çºô¶ó(382-23),4,0,5,38.72,382-23,11410,3
1998,2019,ºÏ°¡ÁÂµ¿,"6,000",°­»êºô¶ó,4,30,6,46.11,80-48,11410,4
2014,2019,ºÏ°¡ÁÂµ¿,"17,500",Ã¢¾È¾ÆÆ®ºô,4,0,8,30.42,321-11,11410,4
2005,2019,ºÏ°¡ÁÂµ¿,"20,000",»ï¼º½¦¸£ºô,4,0,8,57.95,329-31,11410,2
2001,2019,ºÏ°¡ÁÂµ¿,"19,500",¿¹¿øºô¶ó,4,0,9,52.96,328-6,11410,1
2012,2019,ºÏ°¡ÁÂµ¿,"15,000",¿µÁÖ¾ÆÆ®ºô,4,0,10,34.32,344-11,11410,5
2018,2019,ºÏ°¡ÁÂµ¿,"23,000",½Å¾È1Â÷ÈÞ¸ÕÅ¸¿î,4,0,11,28.9,338-22,11410,3
2003,2019,ºÏ°¡ÁÂµ¿,"28,000",¼öÁ¤¾ÆÆ®ºô,4,0,12,55.72,368-10,11410,2
2002,2019,ºÏ°¡ÁÂµ¿,"18,000",±×·»µ¥ÀÏºô¶ó,4,0,13,69.26,367-7,11410,2
2018,2019,ºÏ°¡ÁÂµ¿,"23,500",¸¸¹ÎÇÏ´Ã¾Ö,4,0,13,29.97,338-4,11410,3
2007,2019,ºÏ°¡ÁÂµ¿,"16,000",LGºô¶ó(276-8),4,0,13,52.09,276-8,11410,3
1989,2019,ºÏ°¡ÁÂµ¿,"1,000",(339-42),4,45,13,39.66,339-42,11410,1
2014,2019,ºÏ°¡ÁÂµ¿,"18,500",¿¤·»½Ã¾ÆÄ³½½(347-44),4,0,13,35.69,347-44,11410,5
2017,2019,ºÏ°¡ÁÂµ¿,"2,000",Çö´ë·º½ººô,4,70,13,29.61,314-46,11410,3
2010,2019,ºÏ°¡ÁÂµ¿,"1,000",GSºô¶ó(280-6),4,65,13,37.15,280-6,11410,4
2016,2019,ºÏ°¡ÁÂµ¿,"19,000",¿À¼ºµå¸²ºô,4,0,15,52.98,295-8,11410,4
2016,2019,ºÏ°¡ÁÂµ¿,"19,000",¿À¼ºµå¸²ºô,4,0,15,52.98,295-8,11410,4
2017,2019,ºÏ°¡ÁÂµ¿,"18,000",Çö´ë·º½ººô,4,0,16,29.94,314-46,11410,3
1991,2019,ºÏ°¡ÁÂµ¿,"15,000",Á¤¿øºô¶ó,4,0,16,58.35,305-10,11410,4
2018,2019,ºÏ°¡ÁÂµ¿,"23,500",ÇÑ½Å°¶·¯¸®½Ã±×´ÏÃ³,4,0,17,29.52,295-37,11410,3
2019,2019,ºÏ°¡ÁÂµ¿,"22,000",ÁÖÇöÁÖÅÃ,4,0,17,29.46,327-12,11410,4
2002,2019,ºÏ°¡ÁÂµ¿,"18,050",±×·»µ¥ÀÏºô¶ó,4,0,17,69.26,367-7,11410,2
1982,2019,ºÏ°¡ÁÂµ¿,"15,000",ÇÕµ¿¸Ç¼Ç,4,0,18,63.36,370-5,11410,2
2016,2019,ºÏ°¡ÁÂµ¿,"17,000",´ë»óµ¥ÄÚºô,4,0,21,20.91,336-31,11410,4
2012,2019,ºÏ°¡ÁÂµ¿,"12,000",ÈÞÆÓ¸®½º,4,0,21,23.56,335-35,11410,5
2001,2019,ºÏ°¡ÁÂµ¿,"20,000",µ¿ÇÏºô¶ó,4,0,22,63.06,382-1,11410,4
2010,2019,ºÏ°¡ÁÂµ¿,"1,000",ÇØ¹ÐÅ¸¿îAµ¿,4,50,22,30.22,325-25,11410,4
1992,2019,ºÏ°¡ÁÂµ¿,"10,000",´º±Ý°­¾ÆÆ®¸Ç¼Ç,4,0,22,47.08,290-2,11410,1
2006,2019,ºÏ°¡ÁÂµ¿,"12,500",½Å¾È¿ùµå,4,0,23,58.69,376-5,11410,4
2015,2019,ºÏ°¡ÁÂµ¿,"17,000",Á¦ÀÌµåºô,4,0,23,29.47,291-7,11410,3
2003,2019,ºÏ°¡ÁÂµ¿,"23,000",´ëÁßºô¶ó,4,0,23,66.36,373-7,11410,4
1994,2019,ºÏ°¡ÁÂµ¿,"8,500",¸íÅ¸¿î(277-7),4,30,24,45.9,277-7,11410,1
1986,2019,ºÏ°¡ÁÂµ¿,"13,000",(325-31),4,0,24,41.31,325-31,11410,1
2017,2019,ºÏ°¡ÁÂµ¿,"23,000",ÇØµé¸ñÈÞ¸Õºô(1-28),4,0,24,43.56,1-28,11410,6
1991,2019,ºÏ°¡ÁÂµ¿,"9,000",µ¿¼ººô¶ó(345-41),4,0,25,41.59,345-41,11410,1
2006,2019,ºÏ°¡ÁÂµ¿,"13,000",ÅÂ»ê½¦¸£ºô(329-30),4,0,26,69.58,329-30,11410,5
1993,2019,ºÏ°¡ÁÂµ¿,"5,000",(342-7),4,25,27,37.52,342-7,11410,1
