건축년도,년,법정동,보증금액,아파트,월,월세금액,일,전용면적,지번,지역코드,층
2002,2011,노고산동,"1,000",현대벤처빌,1,75,17,31.57,107-36,11440,6
2002,2011,노고산동,"1,000",현대벤처빌,1,80,20,34.64,107-36,11440,9
2004,2011,노고산동,"1,000",신촌포스빌,1,80,20,29.03,1-3,11440,3
2002,2011,노고산동,"14,500",현대벤처빌,1,0,20,34.64,107-36,11440,9
2004,2011,노고산동,"1,000",신촌포스빌,1,85,23,29.03,1-3,11440,12
2002,2011,노고산동,"1,000",현대벤처빌,1,85,26,34.64,107-36,11440,3
2002,2011,노고산동,"13,000",현대벤처빌,1,0,27,31.57,107-36,11440,17
2002,2011,노고산동,"16,000",현대벤처빌,1,0,28,38.02,107-36,11440,5
1997,2011,신수동,"15,000",신촌삼익,1,50,4,84.85,450,11440,19
2007,2011,신수동,"26,000",벽산솔렌스힐,1,0,5,84.9657,457,11440,1
2007,2011,신수동,"30,000",마포경남아너스빌,1,0,7,84.95,456,11440,9
2009,2011,신수동,"31,000",밤섬경남아너스빌,1,0,7,84.83,459,11440,16
1997,2011,신수동,"20,000",신촌삼익,1,0,7,59.85,450,11440,19
1998,2011,신수동,"26,000",신수동성원,1,0,8,84.96,190,11440,18
1996,2011,신수동,"20,000",현대,1,0,10,84.85,445-5,11440,13
2002,2011,신수동,"11,000",하나테크노빌,1,0,13,31.25,22-35,11440,9
2002,2011,신수동,"5,000",하나테크노빌,1,50,14,31.83,22-35,11440,5
2004,2011,신수동,"35,000",대원칸타빌,1,0,14,117.183,453,11440,2
2009,2011,신수동,"32,000",밤섬경남아너스빌,1,0,14,84.83,459,11440,10
2003,2011,신수동,"28,000",세양청마루,1,0,14,82.86,451,11440,7
1998,2011,신수동,"32,000",신수동성원,1,0,15,114.78,190,11440,18
1997,2011,신수동,"24,000",신촌삼익,1,0,15,84.85,450,11440,13
2007,2011,신수동,"26,500",마포경남아너스빌,1,0,17,84.95,456,11440,3
1996,2011,신수동,"20,000",현대,1,30,24,84.47,445-5,11440,14
2004,2011,신수동,"3,000",대원칸타빌,1,160,27,84.96,453,11440,9
2004,2011,현석동,"22,000",강변힐스테이트,1,0,8,59.54,222,11440,14
2004,2011,현석동,"8,500",강변힐스테이트,1,0,10,114.99,222,11440,7
1999,2011,현석동,"26,000",밤섬힐스테이트,1,0,11,84.84,220,11440,6
1999,2011,현석동,"21,000",밤섬힐스테이트,1,0,15,59.4,220,11440,22
2004,2011,현석동,"33,000",강변힐스테이트,1,0,20,84.85,222,11440,19
2004,2011,현석동,"20,000",강변힐스테이트,1,20,22,59.54,222,11440,5
2004,2011,현석동,"35,000",강변힐스테이트,1,0,24,84.85,222,11440,19
2008,2011,현석동,"60,000",반도유보라아일랜드,1,0,24,140.4529,223,11440,3
2004,2011,현석동,"34,000",강변힐스테이트,1,0,26,84.85,222,11440,19
1999,2011,현석동,"21,500",밤섬힐스테이트,1,0,30,59.4,220,11440,21
2006,2011,현석동,"15,000",HD 101동(128-11),1,0,31,46.71,128-11,11440,3
2007,2011,창전동,"30,000",해모로,1,0,1,83.85,443,11440,2
1998,2011,창전동,"27,500",창전래미안,1,0,3,84.93,437,11440,10
2007,2011,창전동,"38,000",서강예가,1,0,4,84.988,444,11440,7
2003,2011,창전동,"27,000",신촌태영데시앙,1,25,4,84.97,439,11440,4
1998,2011,창전동,"35,000",창전래미안,1,0,6,114.82,437,11440,13
2007,2011,창전동,"28,000",해모로,1,0,8,59.867,443,11440,8
1998,2011,창전동,"29,000",창전래미안,1,0,11,84.93,437,11440,10
2007,2011,창전동,"29,000",서강오벨리스크스위트,1,0,11,84.96,442,11440,10
2003,2011,창전동,"30,000",신촌태영데시앙,1,0,13,84.97,439,11440,3
2007,2011,창전동,"26,000",서강오벨리스크스위트,1,0,14,73.38,442,11440,5
2005,2011,창전동,"27,000",창전동현대홈타운,1,0,15,84.978,440,11440,17
1998,2011,창전동,"25,000",창전래미안,1,0,17,84.93,437,11440,11
1998,2011,창전동,"1,021",창전래미안,1,13,17,32.76,437,11440,3
1998,2011,창전동,"34,000",창전래미안,1,0,18,114.82,437,11440,13
2003,2011,창전동,"26,000",신촌태영데시앙,1,0,18,84.97,439,11440,10
1998,2011,창전동,"4,000",창전래미안,1,100,18,59.94,437,11440,5
2007,2011,창전동,"30,000",해모로,1,0,22,83.85,443,11440,4
2005,2011,창전동,"27,000",창전동현대홈타운,1,0,22,59.651,440,11440,6
2007,2011,창전동,"29,000",서강오벨리스크스위트,1,0,24,84.96,442,11440,15
1998,2011,창전동,"19,700",창전래미안,1,0,25,59.94,437,11440,2
2007,2011,창전동,"28,000",해모로,1,0,26,59.867,443,11440,9
1998,2011,창전동,"29,000",창전래미안,1,0,26,84.93,437,11440,9
2003,2011,창전동,"19,000",신촌태영데시앙,1,50,28,84.97,439,11440,9
2003,2011,창전동,"31,000",신촌태영데시앙,1,0,28,84.97,439,11440,18
2007,2011,창전동,"24,500",해모로,1,0,28,59.713,443,11440,3
2003,2011,창전동,"30,000",신촌태영데시앙,1,0,29,84.97,439,11440,21
2007,2011,창전동,"33,000",서강예가,1,0,29,84.988,444,11440,6
2005,2011,창전동,"25,000",창전동현대홈타운,1,0,29,59.651,440,11440,4
2001,2011,창전동,"19,000",신촌금호,1,0,31,84.86,438,11440,2
2007,2011,창전동,"29,500",서강예가,1,0,31,84.988,444,11440,12
2004,2011,상수동,"29,000",두산위브,1,0,3,114.533,396,11440,2
2004,2011,상수동,"37,000",두산위브,1,0,14,114.533,396,11440,8
2004,2011,상수동,"37,000",두산위브,1,0,15,114.533,396,11440,13
2004,2011,상수동,"35,000",신구강변연가,1,150,31,152.336,394,11440,11
2010,2011,하중동,"30,000",한강밤섬자이,1,250,5,168.15,101,11440,22
2010,2011,하중동,"60,000",한강밤섬자이,1,0,10,168.15,101,11440,6
2010,2011,하중동,"65,000",한강밤섬자이,1,0,10,168.63,101,11440,16
2010,2011,하중동,"7,000",한강밤섬자이,1,300,15,168.63,101,11440,13
2010,2011,하중동,"5,000",한강밤섬자이,1,250,21,138.08,101,11440,6
1999,2011,신정동,"25,000",서강GS,1,0,15,84.4,30,11440,8
1999,2011,신정동,"20,000",서강GS,1,0,28,84.4,30,11440,1
1999,2011,신정동,"25,000",서강GS,1,0,29,84.4,30,11440,4
2005,2011,서교동,"2,000",대우미래사랑,1,80,4,34.29,487,11440,10
2004,2011,서교동,"33,000",서교푸르지오,1,0,4,92.448,486,11440,8
2005,2011,서교동,"1,500",대우미래사랑,1,80,7,34.29,487,11440,9
2002,2011,서교동,"5,500",LuckyVille,1,15,8,27.81,329-19,11440,4
2005,2011,서교동,"18,500",대우미래사랑,1,0,11,68.03,487,11440,4
2005,2011,서교동,"14,500",대우미래사랑,1,0,11,34.29,487,11440,6
2004,2011,서교동,"5,000",서교푸르지오,1,140,15,92.448,486,11440,11
2003,2011,서교동,"22,000",대운,1,0,18,80.11,380-44,11440,4
2005,2011,서교동,"9,000",대우미래사랑,1,80,18,68.11,487,11440,7
2004,2011,서교동,"30,000",서교푸르지오,1,10,20,92.448,486,11440,16
2005,2011,서교동,"2,000",대우미래사랑,1,75,21,29.35,487,11440,11
2004,2011,서교동,"30,000",서교푸르지오,1,0,23,92.448,486,11440,7
2005,2011,서교동,"13,000",대우미래사랑,1,0,24,33.8,487,11440,12
2004,2011,서교동,"32,000",서교푸르지오,1,0,26,92.448,486,11440,4
2005,2011,합정동,"21,000",두영이지안,1,0,3,84.36,468,11440,4
2000,2011,합정동,"20,000",장미(466-0),1,0,4,78.22,466,11440,5
2005,2011,합정동,"27,000",일신건영휴먼빌,1,0,7,84.553,470,11440,10
2002,2011,합정동,"15,000",대운,1,0,8,58.16,390-5,11440,1
2005,2011,합정동,"20,000",두영이지안,1,0,12,53.04,468,11440,7
2005,2011,합정동,"25,000",일신건영휴먼빌,1,0,13,84.442,470,11440,4
2005,2011,합정동,"14,500",두영이지안,1,0,24,65.49,468,11440,8
2003,2011,합정동,"24,000",펠리스아트빌,1,0,26,83.7,200-1,11440,6
2004,2011,합정동,"23,000",두레,1,0,31,84.38,386-9,11440,2
